,irrad
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,100.0
1878,3500.0
1879,12100.0
1880,20500.0
1881,48300.0
1882,63900.0
1883,58200.0
1884,43800.0
1885,33800.0
1886,49500.0
1887,33800.0
1888,16600.0
1889,3900.0
1890,100.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,100.0
1902,3800.0
1903,24600.0
1904,34700.0
1905,41800.0
1906,24500.0
1907,47100.0
1908,50000.0
1909,39500.0
1910,33800.0
1911,54800.0
1912,28600.0
1913,10900.0
1914,200.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,200.0
1926,7700.0
1927,28100.0
1928,48300.0
1929,65100.0
1930,84700.0
1931,68500.0
1932,56500.0
1933,61700.0
1934,52600.0
1935,44700.0
1936,13000.0
1937,4800.0
1938,200.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,300.0
1950,9100.0
1951,28600.0
1952,48600.0
1953,65000.0
1954,77400.0
1955,82900.0
1956,82900.0
1957,76100.0
1958,63700.0
1959,46600.0
1960,23900.0
1961,9900.0
1962,200.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,300.0
1974,8900.0
1975,28000.0
1976,47200.0
1977,64100.0
1978,77800.0
1979,84100.0
1980,82700.0
1981,74900.0
1982,63100.0
1983,46600.0
1984,27000.0
1985,8700.0
1986,300.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,300.0
1998,9800.0
1999,29200.0
2000,49200.0
2001,65600.0
2002,76300.0
2003,82400.0
2004,82600.0
2005,76600.0
2006,64900.0
2007,48900.0
2008,28100.0
2009,9100.0
2010,400.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
